,months_since_lead_gen,lead_gen_channel,Gender,Age,City,airline_loyalty_tier,no_of_family_members,is_6M_enquiry,is_3M_active,Status,Converted_y_N,Prediction Probability
1189,4.0,2.0,0.0,2.492824463854442,9.0,2.0,2.0,1.0,1.0,0.0,0,0.0532472966761872
8244,4.307344989544727,2.0,0.0,2.5368845739789205,0.0,2.0,1.0,0.0,1.0,1.0,1,0.9366793973575726
3768,4.0,1.0,0.0,2.4318593876580854,10.0,2.0,2.0,0.0,1.0,1.0,0,0.019810728905890956
10825,5.0,1.0,0.0,2.3964621252928295,0.0,4.0,1.0,1.0,1.0,0.0,1,0.673376728076781
1959,4.0,1.0,1.0,2.6519433518751416,6.0,2.0,2.0,1.0,1.0,0.0,0,0.06373312197027758
3625,5.0,2.0,1.0,2.444897673102868,5.0,2.0,2.0,1.0,1.0,0.0,0,0.0021172393007836045
7234,4.0,1.0,0.19637669654841827,2.560021181627159,1.0,2.0,3.0,0.0,1.0,1.0,1,0.9995131450827652
6980,4.0,1.0,0.0,2.3250797444737543,5.0,2.0,1.0,1.0,0.0,2.0,0,0.030707639725647332
3137,4.0,1.0,0.0,2.5350746984524526,9.0,2.0,2.0,1.0,1.0,0.0,0,0.11019739313474858
1236,3.0,1.0,1.0,2.4318593876580854,5.0,2.0,2.0,1.0,1.0,0.0,0,0.027699350080497086
3415,5.0,1.0,0.0,2.6300969078575585,10.0,2.0,2.0,1.0,1.0,0.0,0,0.04343238909483961
1318,5.0,0.0,1.0,2.225445051482812,5.0,2.0,2.0,1.0,1.0,0.0,0,0.012869823740027915
622,4.0,2.0,0.0,2.524977524647276,4.0,2.0,3.0,1.0,1.0,0.0,1,0.927660537526509
2981,2.0,1.0,0.0,2.444897673102868,1.0,4.0,1.0,1.0,0.0,2.0,0,0.1641475357878617
1487,5.0,0.0,1.0,2.4318593876580854,2.0,4.0,1.0,0.0,0.0,3.0,0,0.20357618011548853
3796,2.0,0.0,0.0,2.514581307060663,7.0,4.0,1.0,1.0,1.0,0.0,0,0.40375275556894685
9402,3.0,0.0,0.0,2.7066925604763297,8.761560546534948,4.0,1.0,1.0,1.0,0.0,1,0.6909245030115431
11153,4.0,0.7500029358571993,0.0,2.4507643221835855,9.0,2.0,1.0,0.0,0.0,3.0,1,0.9682404434731313
8224,4.0,0.0,0.5194864850769282,2.395596468280927,1.480513514923072,2.0,1.0,1.0,0.0,2.0,1,0.8505380509833423
8457,3.0,1.0,1.0,2.5241941585190952,5.962887644993018,1.0371123550069812,1.0,0.0,1.0,1.0,1,0.8351403030560551
8167,5.0,0.6540992168272484,0.0,2.637093880947741,6.0,2.0,1.0,0.0,1.0,1.0,1,0.9946654611211573
4821,2.0,0.0,1.0,2.524977524647276,0.0,3.0,2.0,0.0,1.0,1.0,0,0.18064153154044205
6373,6.0,1.0,0.0,2.590160680985161,1.0,2.0,1.0,1.0,0.0,2.0,1,0.696135316727226
2081,3.0,1.0,1.0,2.444897673102868,10.0,3.0,1.0,1.0,1.0,0.0,0,0.13611256808556224
3333,4.0,2.0,1.0,2.3250797444737543,0.0,2.0,1.0,0.0,0.0,3.0,0,0.14293337588199836
4398,4.0,1.0,1.0,2.374572871755165,4.0,2.0,1.0,1.0,1.0,0.0,0,0.0037188715148506663
8310,3.0,1.0,0.0,2.5639395639980096,6.0,0.4813147884304182,1.481314788430418,0.0,0.0,3.0,1,0.941616064191455
1611,4.0,2.0,0.0,2.492824463854442,0.0,2.0,2.0,0.0,0.0,3.0,0,0.07279128264990631
10709,3.934479755568384,2.0,0.0,2.3877087507611567,1.0,2.0,1.0,0.0,1.0,1.0,1,0.6734537099075935
625,3.0,1.0,1.0,2.4183424053220275,4.0,2.0,1.0,1.0,0.0,2.0,0,0.20002335709174796
4899,5.0,1.0,1.0,2.6519433518751416,10.0,2.0,1.0,0.0,1.0,1.0,1,0.827478327850384
2574,6.0,0.0,0.0,2.5815725377636167,9.0,0.0,1.0,0.0,1.0,1.0,0,0.6018944718584214
6952,5.0,1.0,1.0,2.6146887965165875,5.0,2.0,1.0,1.0,1.0,0.0,0,0.5042145651701448
9687,3.0,0.0,1.0,2.614260421694271,6.1437149840585406,0.0,1.0,0.0,1.0,1.0,1,0.9962816455696202
4098,3.0,1.0,1.0,2.404313823748339,10.0,0.0,1.0,0.0,0.0,3.0,0,0.08052914536900702
1812,5.0,0.0,0.0,2.492824463854442,4.0,1.0,2.0,1.0,1.0,0.0,0,0.15215004822482184
10005,3.2092142566693083,0.0,0.20921425666930837,2.6569657443189607,10.0,4.0,1.0,1.0,0.0,2.0,1,0.9688827228244576
10330,6.0,0.0,0.2748131093290854,2.6171832281628062,6.0,2.2748131093290853,1.0,0.7251868906709146,0.0,2.2748131093290853,1,0.9947231100991338
2185,4.0,0.0,1.0,2.3250797444737543,4.0,2.0,2.0,0.0,1.0,1.0,0,0.022346973479551762
7171,3.0,1.0,1.0,2.574870477996581,1.7812165411690284,2.0,1.0,0.0,1.0,1.0,1,0.9506002524851234
7019,3.0,2.0,1.0,2.5816837557360106,0.0,0.0,1.0,0.0,1.0,1.0,1,0.8529040654439896
4918,5.0,0.0,0.0,2.6300969078575585,3.0,0.0,3.0,0.0,1.0,1.0,1,0.9750343538318221
569,4.0,2.0,1.0,2.374572871755165,9.0,4.0,2.0,1.0,1.0,0.0,0,0.09235263678747434
201,4.0,2.0,0.0,2.225445051482812,4.0,2.0,1.0,0.0,1.0,1.0,0,0.14987320014311822
491,4.0,2.0,0.0,2.307063035651694,5.0,1.0,2.0,1.0,1.0,0.0,0,0.12701209435102528
6066,4.0,1.0,0.0,2.3250797444737543,9.0,2.0,2.0,0.0,1.0,1.0,0,0.01719701719946655
9390,4.639336364762865,0.0,0.0,2.589514220310187,9.0,0.0,1.0,0.0,1.0,1.0,1,0.9875926415596048
1259,5.0,1.0,0.0,2.374572871755165,0.0,4.0,1.0,1.0,1.0,0.0,0,0.5300119743321824
9026,5.0,1.0,0.0,2.3630609144480994,4.159152174083759,2.0,1.0,1.0,1.0,0.0,1,0.5165507945318956
10554,5.0,0.0,0.354963490485682,2.5700874502765703,9.645036509514318,4.0,1.0,0.0,0.0,3.0,1,0.9891728325897214
4619,5.0,1.0,0.0,2.225445051482812,10.0,0.0,1.0,1.0,1.0,0.0,0,0.08640135253593925
1197,5.0,1.0,1.0,2.481426676229533,6.0,0.0,1.0,1.0,1.0,0.0,0,0.0431275108544184
10360,5.2547040394857865,0.25470403948578646,0.0,2.510886705786319,4.2547040394857865,4.0,2.7452959605142135,0.0,1.0,1.0,1,0.9828771170915621
10879,3.0,1.0,1.0,2.5860217921244977,1.1565299435500715,1.1565299435500715,1.0,0.0,1.0,1.0,1,0.9295694808255064
7556,4.0,0.0,1.0,2.3986502858180785,0.0,3.796388246149791,1.0,0.0,1.0,1.0,1,0.542258592764138
10816,4.0,1.0,0.7213647324358587,2.547547321879651,1.0,2.0,3.278635267564141,0.0,1.0,1.0,1,0.9995131450827652
3852,4.0,2.0,1.0,2.389737358340596,10.0,2.0,2.0,1.0,1.0,0.0,0,0.009468856513718761
6079,4.0,2.0,0.0,2.444897673102868,8.0,1.0,1.0,1.0,0.0,2.0,0,0.15620737787948133
5284,5.0,1.0,0.0,2.288176324422878,10.0,0.0,2.0,0.0,1.0,1.0,0,0.08438654662306073
9551,4.0,1.6236755632687667,0.0,2.398828343614238,1.0,2.0,1.0,1.0,1.0,0.0,1,0.8313577583317939
8271,4.0,1.0,0.0,2.54429402311315,3.0,4.0,1.0,1.0,1.0,0.0,1,0.6851105097303706
3117,5.0,0.0,0.0,2.374572871755165,9.0,1.0,2.0,1.0,0.0,2.0,0,0.0751600661004941
1614,6.0,0.0,0.0,2.572762252517431,2.0,4.0,1.0,0.0,0.0,3.0,1,0.889864966725001
4347,4.0,2.0,0.0,2.4183424053220275,10.0,2.0,2.0,1.0,1.0,0.0,0,0.046074009530967464
1913,3.0,1.0,1.0,2.374572871755165,3.0,2.0,2.0,0.0,1.0,1.0,0,0.00725610535737118
3149,4.0,0.0,0.0,2.288176324422878,1.0,1.0,3.0,1.0,1.0,0.0,0,0.42858998045515845
5764,4.0,2.0,0.0,2.6375409724130505,5.0,2.0,2.0,1.0,1.0,0.0,0,0.06506442335820789
9169,4.3585392521916795,1.0,1.0,2.5578282985290532,3.0,2.0,1.0,1.0,1.0,0.0,1,0.9755693355861871
7877,5.0,1.0,1.0,2.4772748679424708,2.777296289948176,2.0,1.0,0.0,1.0,1.0,1,0.737328843022319
6533,5.0,0.0,0.0,2.514581307060663,4.0,0.0,1.0,0.0,1.0,1.0,0,0.47079073941482164
6926,3.0,2.0,1.0,2.374572871755165,4.0,0.0,1.0,0.0,1.0,1.0,0,0.34384996295805753
10860,4.0,0.0,1.0,2.4577929635177598,5.818457470388283,4.0,1.818457470388283,1.0,1.0,0.0,1,0.8854919630723506
7257,5.0,0.0,1.0,2.5210076808691775,3.1880732984423803,2.1880732984423803,2.1880732984423803,0.0,1.0,1.0,1,0.9481873802301379
4582,4.0,0.0,1.0,2.389737358340596,10.0,0.0,1.0,1.0,0.0,2.0,0,0.1622697482582559
7693,2.715426288560155,1.0,0.0,2.61909860596657,6.284573711439845,4.0,1.0,0.0,1.0,1.0,1,0.9931806454379214
8647,5.0776483257179486,0.07764832571794811,1.0,2.5062925904647653,6.0,2.0,2.0,0.0,1.0,1.0,1,0.8041843800885834
10694,3.0,0.9043497532329852,1.0,2.5925068012884718,3.904349753232985,0.0,1.0,0.0,1.0,1.0,1,0.9929503346975033
7712,5.0,1.0,0.0,2.5684784584744618,0.4737092801671967,0.0,1.0,0.5262907198328033,1.0,0.4737092801671967,1,0.9203026919645295
8833,4.0,1.0,0.7524788137139526,2.5770687321712766,7.0,2.0,1.0,1.0,1.0,0.0,1,0.9930442535664056
9850,5.0,1.0,1.0,2.565777270533555,0.0,2.0,1.0,0.7909679005091786,0.0,2.2090320994908215,1,0.8610164840819892
9524,3.050043655643189,0.0,0.9499563443568108,2.627227672109296,6.0,2.0,1.0,0.0,0.0,3.0,1,0.9971614883007288
2159,3.0,0.0,1.0,2.6519433518751416,0.0,4.0,2.0,1.0,1.0,0.0,0,0.07694628850107466
8934,5.0,0.0,0.0,2.637866893555929,0.0,2.0,1.0,0.0,1.0,1.0,1,0.9061315087028335
4316,4.0,1.0,1.0,2.4183424053220275,10.0,1.0,1.0,0.0,1.0,1.0,1,0.4828589855581664
5055,4.0,2.0,1.0,2.590160680985161,8.0,2.0,2.0,0.0,1.0,1.0,0,0.23226370010180808
5299,5.0,1.0,1.0,2.469655202750048,9.0,2.0,1.0,1.0,1.0,0.0,0,0.13654052217676468
5514,5.0,1.0,1.0,2.3587758197041415,3.0,2.0,1.0,1.0,1.0,0.0,0,0.0360704179579831
3682,5.0,1.0,0.0,2.404313823748339,3.0,2.0,1.0,0.0,1.0,1.0,0,0.36339460446511423
7952,5.0,0.9786706017760882,1.0,2.468261510456821,3.0,2.0,1.0,0.0,1.0,1.0,1,0.8918818601277847
1801,5.0,2.0,0.0,2.6448209702670016,8.0,0.0,3.0,1.0,0.0,2.0,1,0.9186830713146499
561,5.0,1.0,1.0,2.4318593876580854,6.0,2.0,1.0,1.0,1.0,0.0,0,0.01998801802805016
6012,5.0,1.0,1.0,2.374572871755165,9.0,2.0,2.0,1.0,1.0,0.0,0,0.0012658227848101266
5622,5.0,2.0,0.0,2.481426676229533,10.0,2.0,2.0,1.0,1.0,0.0,0,0.042411438772198266
5363,5.0,1.0,0.0,2.590160680985161,5.0,2.0,2.0,1.0,0.0,2.0,0,0.09906076539081003
2419,4.0,0.0,1.0,2.374572871755165,1.0,2.0,2.0,1.0,0.0,2.0,0,0.023503137054886863
1247,3.0,2.0,1.0,2.4574871831877636,8.0,2.0,2.0,0.0,1.0,1.0,1,0.11788292082722816
4574,4.0,1.0,0.0,2.481426676229533,3.0,2.0,2.0,0.0,1.0,1.0,0,0.17500008947381623
7723,2.0,1.0,0.0,2.5058240466473705,10.0,2.0,1.0,0.0,1.0,1.0,1,0.8787232183711043
6475,4.0,0.0,0.0,2.202163620820217,3.0,3.0,2.0,1.0,1.0,0.0,0,0.04984569986235542
10859,4.0,0.0,0.0,2.5958206851888184,10.0,4.0,1.4348514455864732,0.0,1.0,1.0,1,0.9717269409406024
3603,2.0,2.0,0.0,2.6300969078575585,1.0,2.0,1.0,0.0,0.0,3.0,1,0.9290224806838734
6720,4.0,2.0,0.0,2.590160680985161,2.0,2.0,2.0,1.0,1.0,0.0,1,0.2570878214819018
10048,2.1411998440025988,1.0,0.0,2.5123203184739,6.0,2.0,1.0,1.0,1.0,0.0,1,0.7559380636476296
7389,4.802207499451171,0.0,1.0,2.463170196305361,9.0,0.0,2.0,0.0,1.0,1.0,1,0.7287909781082959
5362,5.0,1.0,0.0,2.374572871755165,8.0,2.0,1.0,0.0,1.0,1.0,0,0.24066251040155695
10595,3.0,0.0,0.0,2.600702795401453,8.0,4.0,1.0,1.0,1.0,0.0,1,0.8803400789608511
2248,2.0,1.0,1.0,2.444897673102868,6.0,2.0,1.0,0.0,0.0,3.0,0,0.16490784539536346
9811,3.0,2.0,1.0,2.407319652230892,1.7821160340710591,2.0,1.0,1.0,1.0,0.0,1,0.3148019196776888
5268,6.0,1.0,1.0,2.2683401851981295,3.0,2.0,2.0,0.0,1.0,1.0,0,0.0027330264672036824
1616,4.0,2.0,1.0,2.4318593876580854,0.0,0.0,2.0,1.0,0.0,2.0,0,0.06283552621410715
7085,4.062252695371323,0.9377473046286768,1.0,2.5262170110669158,3.0,4.0,1.0,0.0,1.0,1.0,1,0.9673896371597904
10471,4.0,0.6182320770296418,0.0,2.514581307060663,5.618232077029642,4.0,1.0,0.0,1.0,1.0,1,0.947570426608474
9821,4.0,1.0,0.0,2.5490843024612175,8.0,2.0,3.0,0.6282697469671142,0.0,2.3717302530328856,1,0.99388018878938
1224,4.0,2.0,1.0,2.503869564022474,8.0,2.0,1.0,0.0,1.0,1.0,0,0.2526581418748896
6357,5.0,2.0,1.0,2.3587758197041415,5.0,2.0,2.0,0.0,0.0,3.0,0,0.04201374399159209
9889,4.0,1.0,1.0,2.421466453481851,4.0,2.9391175629392294,1.0,1.0,0.0,2.0,1,0.781935987602553
3453,4.0,1.0,1.0,2.492824463854442,8.0,2.0,2.0,0.0,0.0,3.0,0,0.00934769499549842
2475,3.0,1.0,1.0,2.3587758197041415,3.0,2.0,1.0,0.0,1.0,1.0,0,0.11147832911950949
1333,4.0,0.0,1.0,2.503869564022474,7.0,0.0,1.0,0.0,0.0,3.0,1,0.8080474214000395
7748,4.0,2.0,1.0,2.55545908220723,4.110604876682191,2.889395123317809,1.0,0.0,1.0,1.0,1,0.9072297253811791
8190,4.0,0.0,0.0,2.5248034646808066,8.831478709584367,4.0,1.0,1.0,1.0,0.0,1,0.8334076296635565
7769,3.0,1.0,1.0,2.5872363188783285,1.5386046027108167,2.0,1.0,0.0,1.0,1.0,1,0.9154963920331128
3079,4.0,1.0,0.0,2.4574871831877636,9.0,2.0,1.0,1.0,0.0,2.0,0,0.2027736219428969
3066,4.0,1.0,1.0,2.444897673102868,0.0,0.0,2.0,0.0,1.0,1.0,0,0.0913788309801262
432,6.0,2.0,0.0,2.732566676514827,4.0,2.0,1.0,1.0,1.0,0.0,0,0.1390476943225558
4719,5.0,2.0,1.0,2.572762252517431,4.0,2.0,1.0,0.0,1.0,1.0,1,0.9340388613319938
2652,3.0,0.0,1.0,2.590160680985161,4.0,2.0,1.0,1.0,1.0,0.0,0,0.5097787799832472
5106,3.0,1.0,1.0,2.4183424053220275,10.0,2.0,2.0,1.0,1.0,0.0,0,0.01904385171790235
6785,4.0,1.0,0.0,2.5350746984524526,5.0,2.0,2.0,1.0,1.0,0.0,0,0.047535837356445
4281,5.0,1.0,0.0,2.481426676229533,7.0,2.0,2.0,1.0,1.0,0.0,0,0.1299039750894312
2933,4.0,0.0,0.0,2.492824463854442,2.0,4.0,1.0,1.0,1.0,0.0,0,0.5069259490406175
1027,3.0,1.0,0.0,2.342296594692339,9.0,2.0,2.0,1.0,0.0,2.0,0,0.009953249060510885
5536,3.0,1.0,0.0,2.404313823748339,5.0,2.0,1.0,1.0,1.0,0.0,0,0.1272682860665872
10890,5.0,2.0,0.6082730509483936,2.6424153288952246,4.608273050948394,2.0,2.3917269490516064,1.0,0.0,2.0,1,0.9746104809395949
10388,2.0,0.3750740252908593,0.0,2.6751846740633187,9.0,4.0,2.0,1.0,1.0,0.0,1,0.7839473773821463
7429,4.0,1.6758591069088975,0.3241408930911025,2.507341677977435,9.675859106908897,2.0,2.0,1.0,0.0,2.0,1,0.8880241289074126
3332,4.0,2.0,1.0,2.5350746984524526,4.0,2.0,2.0,1.0,1.0,0.0,0,0.052834256457576195
3841,3.0,2.0,0.0,2.590160680985161,10.0,0.0,1.0,0.0,1.0,1.0,0,0.5797474279736108
8834,3.0,0.1391514636766209,0.8608485363233791,2.4928777966194344,6.0,2.0,1.0,1.0,1.0,0.0,1,0.9775716547868445
3741,3.0,1.0,0.0,2.481426676229533,4.0,4.0,1.0,1.0,1.0,0.0,0,0.10634690754874906
8508,5.0,1.8255841955278145,0.0,2.521295962714134,4.0,2.8255841955278145,1.0,0.0,1.0,1.0,1,0.9660417207513261
9700,4.098335339172586,0.0,1.0,2.589227528548706,5.901664660827414,0.0,2.0,0.0,1.0,1.0,1,0.867813856814476
1212,5.0,1.0,1.0,2.444897673102868,10.0,2.0,2.0,0.0,1.0,1.0,0,0.01416084794249351
8614,4.0,0.5640151266700071,1.0,2.6400033116807844,6.0,2.0,1.0,0.0,1.0,1.0,1,0.9902341949438003
10074,4.0,1.0,0.25498477810666664,2.5512565296778886,6.0,2.0,1.0,1.0,0.0,2.0,1,0.9574479318150206
11091,3.0,2.0,0.0,2.4179648700254317,5.7374998051222,4.0,2.0,0.7374998051221999,0.2625001948778001,1.7374998051222,1,0.6885869704466125
5496,2.0,2.0,0.0,2.7270409433711076,6.0,2.0,1.0,1.0,0.0,2.0,0,0.20680162502844435
6352,4.0,1.0,0.0,2.4318593876580854,0.0,2.0,2.0,0.0,1.0,1.0,0,0.06068566559587251
5177,5.0,1.0,0.0,2.3250797444737543,9.0,2.0,1.0,1.0,1.0,0.0,0,0.12132066036644358
6160,4.0,2.0,1.0,2.444897673102868,6.0,2.0,2.0,0.0,0.0,3.0,0,0.009534536817573618
1434,3.0,1.0,0.0,2.404313823748339,0.0,0.0,2.0,1.0,1.0,0.0,0,0.052392426876594296
11051,5.0,0.0,0.0,2.507314294877729,7.624438094139532,1.6244380941395322,1.0,1.0,1.0,0.0,1,0.8285240840426983
4903,3.0,0.0,1.0,2.342296594692339,7.0,2.0,2.0,0.0,1.0,1.0,0,0.05615758094522253
6673,6.0,2.0,1.0,2.4318593876580854,0.0,2.0,2.0,1.0,1.0,0.0,0,0.018217910781201923
6124,4.0,0.0,0.0,2.404313823748339,8.0,1.0,3.0,0.0,1.0,1.0,1,0.9019940073784077
7241,4.0,1.0637135961727573,0.0,2.3963054085519238,9.063713596172757,3.0637135961727573,1.0,0.0,1.0,1.0,1,0.705140077054879
7758,5.0,0.3096963597029466,1.0,2.5755067216142704,5.0,0.0,1.0,1.0,1.0,0.0,1,0.9757995742777944
8316,5.144203304361769,0.0,0.0,2.4452873307079384,9.0,2.0,1.2884066087235375,1.0,0.0,2.0,1,0.9495641353590957
8171,1.580809097037806,1.419190902962194,0.4191909029621941,2.5567829182632225,6.0,1.580809097037806,1.0,1.0,1.0,0.0,1,0.9910295913835221
4663,4.0,0.0,1.0,2.444897673102868,9.0,0.0,1.0,0.0,1.0,1.0,0,0.7041243790244563
8832,4.0,0.0,0.0,2.6500175001167507,8.0,4.0,1.7666666307850822,0.0,1.0,1.0,1,0.99873417721519
2524,4.0,2.0,1.0,2.5350746984524526,2.0,4.0,1.0,0.0,0.0,3.0,0,0.3594838250746568
2109,3.0,1.0,1.0,2.481426676229533,8.0,2.0,1.0,0.0,1.0,1.0,0,0.26428559984287325
3053,4.0,1.0,0.0,2.444897673102868,7.0,4.0,2.0,0.0,1.0,1.0,0,0.07599813868404413
5855,6.0,0.0,0.0,2.503869564022474,6.0,4.0,1.0,1.0,1.0,0.0,0,0.3253957606144385
3423,4.0,0.0,1.0,2.524977524647276,6.0,1.0,2.0,0.0,1.0,1.0,0,0.15296905596656743
9705,3.0579076886546797,1.9420923113453203,1.0,2.6456370770036397,3.0,1.0579076886546797,1.0,1.0,0.0,2.0,1,0.8784118514479646
9465,4.0,2.0,1.0,2.612811696731142,0.0,3.1645640524972043,1.1645640524972043,0.0,1.0,1.0,1,0.9627686340419519
1219,3.0,1.0,1.0,2.342296594692339,1.0,2.0,3.0,1.0,1.0,0.0,0,0.2991466187044135
7193,4.0,1.0,0.399378461250559,2.6043489833773856,1.0,3.0,1.399378461250559,0.0,1.0,1.0,1,0.9958651141404307
601,6.0,2.0,1.0,2.5637191659191334,0.0,2.0,1.0,0.0,0.0,3.0,0,0.6226919807537629
1778,4.0,2.0,0.0,2.524977524647276,9.0,2.0,1.0,0.0,1.0,1.0,0,0.6478341758838586
7706,4.0,1.284807580523315,0.0,2.573635448864248,6.0,2.0,4.0,0.0,1.0,1.0,1,0.9977163372566439
9161,4.366637751587158,2.0,0.0,2.423298241333963,0.6333622484128424,0.0,1.6333622484128423,0.6333622484128424,0.0,2.3666377515871577,1,0.8960402400665266
2651,4.0,2.0,1.0,2.342296594692339,9.0,2.0,2.0,0.0,1.0,1.0,0,0.012502484175045602
3710,5.0,2.0,1.0,2.5985366483993895,1.0,2.0,2.0,0.0,0.0,3.0,0,0.2867034406571774
6772,4.0,1.0,1.0,2.444897673102868,9.0,2.0,2.0,1.0,1.0,0.0,0,0.00774882900255201
5254,3.0,1.0,0.0,2.4318593876580854,10.0,0.0,2.0,1.0,1.0,0.0,0,0.04564959023898161
8774,4.0,0.0,0.0,2.6254617302687735,6.0,0.0,1.0,0.0,1.0,1.0,1,0.9964838255977497
8313,5.232881253212169,0.0,0.0,2.5238617540011443,0.0,0.7671187467878308,1.7671187467878307,0.0,1.0,1.0,1,0.9647659917438397
10821,5.0,0.0,0.3519313907349465,2.4403090911734866,8.351931390734947,0.0,2.0,0.0,1.0,1.0,1,0.828177841033094
73,4.0,2.0,0.0,2.374572871755165,1.0,2.0,2.0,1.0,1.0,0.0,0,0.044747974823267755
4819,4.0,1.0,0.0,2.503869564022474,3.0,2.0,1.0,1.0,0.0,2.0,1,0.6671810946345421
2578,2.0,0.0,0.0,2.6146887965165875,8.0,0.0,1.0,0.0,1.0,1.0,1,0.9372334189348334
650,3.0,1.0,0.0,2.374572871755165,10.0,2.0,2.0,1.0,1.0,0.0,0,0.005681589858805049
5969,5.0,1.0,1.0,2.6789736147665053,5.0,2.0,2.0,1.0,1.0,0.0,0,0.03838718574384993
6269,4.0,1.0,1.0,2.3587758197041415,4.0,2.0,2.0,0.0,1.0,1.0,0,0.0009041591320072332
647,3.0,1.0,0.0,2.503869564022474,1.0,2.0,2.0,0.0,0.0,3.0,0,0.10085922760267316
4655,6.0,0.0,0.0,2.5448880909648666,4.0,4.0,1.0,1.0,0.0,2.0,0,0.6079430747852884
2083,4.0,1.0,1.0,2.481426676229533,5.0,2.0,2.0,0.0,1.0,1.0,0,0.01669691946590681
1012,3.0,0.0,0.0,2.444897673102868,6.0,2.0,1.0,0.0,1.0,1.0,1,0.4693382743048055
2103,4.0,0.0,0.0,2.389737358340596,1.0,2.0,2.0,0.0,0.0,3.0,0,0.0439156378787311
7509,5.0,1.0,0.0,2.6356342579092096,5.509999603070253,2.0,1.0,1.0,1.0,0.0,1,0.9823841699084185
9128,4.0,2.0,0.9457829347752806,2.6086805029603006,10.0,2.0,1.0542170652247194,1.0,0.0,2.0,1,0.9515308476646995
5288,4.0,1.0,1.0,2.5350746984524526,5.0,0.0,1.0,0.0,1.0,1.0,0,0.3220915326090308
343,3.0,0.0,0.0,2.307063035651694,8.0,0.0,1.0,1.0,1.0,0.0,0,0.21584452930099945
8634,2.903311878327651,2.0,0.0,2.6008518733164605,6.0,3.8066237566553025,2.903311878327651,0.0,0.0,3.0,1,0.9884249701031161
3348,3.0,2.0,1.0,2.492824463854442,3.0,2.0,1.0,0.0,1.0,1.0,0,0.4065619413821102
9674,5.121605404833483,0.12160540483348314,0.8783945951665169,2.505172169871105,4.0,2.878394595166517,3.0,0.0,1.0,1.0,1,0.9973628691983121
2019,2.0,1.0,1.0,2.4183424053220275,4.0,2.0,2.0,0.0,1.0,1.0,1,0.22225238035359707
1887,4.0,1.0,0.0,2.288176324422878,5.0,3.0,2.0,0.0,1.0,1.0,0,0.04141541823405874
1973,2.0,1.0,1.0,2.4318593876580854,1.0,2.0,2.0,1.0,1.0,0.0,0,0.014088667392837163
5567,5.0,2.0,1.0,2.554431860990937,7.0,4.0,1.0,0.0,0.0,3.0,1,0.5856054309298819
8366,3.771001799326015,1.771001799326015,1.0,2.6435373900797976,5.0,0.0,1.0,0.0,1.0,1.0,1,0.940380963766109
5392,4.0,0.0,1.0,2.7039141344611437,9.0,4.0,1.0,1.0,1.0,0.0,0,0.3472245828016001
4293,5.0,1.0,1.0,2.3587758197041415,1.0,2.0,2.0,0.0,1.0,1.0,0,0.01854625357486196
8701,5.56875507887921,1.5687550788792106,1.0,2.5886557769807856,4.43124492112079,2.0,1.0,1.0,0.0,2.0,1,0.9101081359377298
6065,4.0,1.0,0.0,2.444897673102868,6.0,0.0,2.0,1.0,1.0,0.0,0,0.03585010636927006
7152,4.0,2.0,0.0,2.487999943177749,8.461758866386276,2.0,1.4617588663862766,0.0,0.0,3.0,1,0.9704575312170249
841,3.0,2.0,0.0,2.4183424053220275,3.0,2.0,2.0,1.0,1.0,0.0,0,0.015891328205177795
10418,3.0,0.0,1.0,2.483540987617423,7.814498088798443,4.0,1.0,0.18550191120155735,0.0,2.8144980887984428,1,0.8624788978477204
5905,5.0,1.0,0.0,2.3250797444737543,10.0,3.0,1.0,1.0,1.0,0.0,1,0.4635503849610686
11040,4.780352794722561,1.0,0.0,2.3444146897259506,7.0,2.0,2.0,0.0,1.0,1.0,1,0.5677833868841332
7775,4.0,1.0,0.7143299163251476,2.539200237818907,4.0,2.0,1.0,1.0,0.0,2.0,1,0.9811119632415239
6556,4.0,0.0,1.0,2.389737358340596,9.0,0.0,2.0,1.0,1.0,0.0,1,0.2592938544769189
3989,5.0,2.0,1.0,2.6067097709889424,5.0,2.0,2.0,1.0,0.0,2.0,1,0.2321593875001578
5768,4.0,1.0,1.0,2.514581307060663,5.0,4.0,1.0,1.0,1.0,0.0,1,0.23202032481654883
8874,4.0,2.0,0.0,2.5169628633562513,3.0409336128330557,2.0,1.0,0.0,0.0,3.0,1,0.8678690890064679
5901,4.0,1.0,0.0,2.374572871755165,6.0,0.0,1.0,1.0,1.0,0.0,0,0.03763934405589969
7408,3.0,0.35328038810653406,0.35328038810653406,2.509591864015887,1.0,0.0,1.0,0.0,0.0,3.0,1,0.9910198451337693
2041,5.0,1.0,0.0,2.4183424053220275,6.0,2.0,1.0,0.0,1.0,1.0,0,0.510420768433319
355,6.0,2.0,1.0,2.307063035651694,5.0,2.0,2.0,1.0,1.0,0.0,0,0.03800668905843886
8714,4.0,1.0,0.0,2.4109257209472514,4.205538437625542,2.0,1.0,0.0,0.0,3.0,1,0.7312995986750247
1974,4.0,1.0,1.0,2.4183424053220275,1.0,3.0,1.0,1.0,1.0,0.0,0,0.0679985063672899
5010,4.0,0.0,1.0,2.444897673102868,6.0,2.0,2.0,1.0,1.0,0.0,0,0.018023987438495412
7034,4.952380415667453,0.0,0.0,2.5424088426830234,7.047619584332547,0.0,1.0,1.0,1.0,0.0,1,0.9438325431736688
